job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-071657d4ed7d,clusterA,DistilBERT,SST-2,2,1763439153.6846743,1763442398.668697,1763457230.261687,3244.9840228557587,14831.59298992157,completed
job-c12115814952,clusterA,DistilBERT,SST-2,2,1763445771.6838186,1763457230.6655905,,11458.981771945953,,running
job-4257a1fef862,clusterB,DistilBERT,SST-2,2,1763445320.134881,1763455813.0417583,1763459464.322532,10492.906877279282,3651.280773639679,completed
job-2fbf4c67eda2,clusterB,EfficientNetV2-S,MNIST,2,1763444451.2386298,1763459471.2082865,,15019.969656705856,,running
job-474d89386a82,clusterB,DenseNet-121,TinyImageNet,1,1763444505.0487008,1763449711.1167018,1763461643.6989493,5206.068001031876,11932.582247495651,completed
job-d10b7502d7ee,clusterB,DenseNet-121,TinyImageNet,2,1763434768.7167895,1763461644.686469,,26875.96967959404,,running
job-2fbf4c67eda2,clusterB,EfficientNetV2-S,MNIST,2,1763444451.2386298,1763459471.2082865,1763462095.538392,15019.969656705856,2624.3301055431366,completed
job-c12115814952,clusterA,DistilBERT,SST-2,2,1763445771.6838186,1763457230.6655905,1763464457.5640411,11458.981771945953,7226.898450613022,completed
job-d10b7502d7ee,clusterB,DenseNet-121,TinyImageNet,2,1763434768.7167895,1763461644.686469,1763466072.7463925,26875.96967959404,4428.059923410416,completed
job-2101717cd0fa,clusterB,DeepSpeech2,ARCTIC,4,1763435548.3481991,1763466073.7362776,,30525.388078451157,,running
job-2101717cd0fa,clusterB,DeepSpeech2,ARCTIC,4,1763435548.3481991,1763466073.7362776,1763466371.0684545,30525.388078451157,297.33217692375183,completed
job-15203d032dd4,clusterB,DeepSpeech2,ARCTIC,4,1763442090.3008108,1763466371.1463661,,24280.84555530548,,running
job-15203d032dd4,clusterB,DeepSpeech2,ARCTIC,4,1763442090.3008108,1763466371.1463661,1763466621.8423867,24280.84555530548,250.69602060317993,completed
job-1366d4b074d0,clusterB,DeepSpeech2,ARCTIC,4,1763445315.156102,1763466622.6070225,,21307.450920581818,,running
job-1366d4b074d0,clusterB,DeepSpeech2,ARCTIC,4,1763445315.156102,1763466622.6070225,1763466879.4121065,21307.450920581818,256.80508399009705,completed
job-3f3debf9942f,clusterB,ResNet-18,CIFAR-100,4,1763434591.649224,1763466879.9837744,,32288.334550380707,,running
job-3f3debf9942f,clusterB,ResNet-18,CIFAR-100,4,1763434591.649224,1763466879.9837744,1763467673.4658532,32288.334550380707,793.4820787906647,completed
job-f3c770e48290,clusterB,ResNet-50,CIFAR-10,4,1763432439.4205964,1763467674.0406585,,35234.62006211281,,running
job-f3c770e48290,clusterB,ResNet-50,CIFAR-10,4,1763432439.4205964,1763467674.0406585,1763469069.7240489,35234.62006211281,1395.683390378952,completed
job-f3a1e56a114a,clusterB,DenseNet-121,TinyImageNet,4,1763432835.0475035,1763469071.7007723,,36236.65326881409,,running
job-6a05e9dfd13f,clusterA,DistilBERT,SST-2,2,1763443148.926781,1763455620.7708821,1763471067.6835082,12471.844101190567,15446.912626028061,completed
job-35c86c0e9ad6,clusterA,DenseNet-121,TinyImageNet,4,1763444537.413368,1763471068.0104098,,26530.59704184532,,running
job-f3a1e56a114a,clusterB,DenseNet-121,TinyImageNet,4,1763432835.0475035,1763469071.7007723,1763471546.9375858,36236.65326881409,2475.236813545227,completed
