job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,final_accuracy,status
job-7d24aff7737a,clusterA,EfficientNetV2-S,MNIST,1,1769593847.569595,1769593847.665416,1769597687.308731,0.095821,3839.739136,99.570000,FAILED
job-d1f077f877fa,clusterA,ResNet-50,CIFAR-10,2,1769596203.293361,1769597149.438282,1769598515.254820,946.144921,2311.961460,42.810000,FAILED
job-412e53126db2,clusterA,DistilBERT,SST-2,1,1769595904.447414,1769596832.294180,1769598631.522235,927.846766,2727.074821,50.917431,FAILED
job-895f09214b46,clusterB,DenseNet-121,TinyImageNet,4,1769595150.591036,1769597149.344322,1769598978.584875,1998.753286,3827.993839,9.430000,FAILED
job-193b698f5849,clusterB,DeepSpeech2,ARCTIC,1,1769599154.237445,1769599154.325335,1769599273.053409,0.087890,118.815964,0.000000,FAILED
job-3e7dea760448,clusterA,ResNet-50,CIFAR-10,1,1769597604.140688,1769598520.616414,1769600768.831603,916.475726,3164.690915,85.940000,FAILED
job-4fea8b4936a9,clusterA,ResNet-50,CIFAR-10,1,1769598094.717871,1769598521.545322,1769600846.559757,426.827451,2751.841887,85.030000,FAILED
job-0b05369569e5,clusterA,DeepSpeech2,ARCTIC,1,1769601053.004797,1769601054.042210,1769601222.046464,1.037413,169.041667,1.331644,FAILED
job-b5f707ff9dc1,clusterA,DeepSpeech2,ARCTIC,1,1769601345.443200,1769601346.091945,1769601520.013000,0.648745,174.569800,8.870603,FAILED
job-305f13656c7f,clusterA,EfficientNetV2-S,MNIST,1,1769597594.537138,1769597693.416711,1769601620.990344,98.879573,4026.453206,99.520000,FAILED
job-b182031da1ad,clusterB,DistilBERT,SST-2,1,1769599700.172082,1769599700.250688,1769601995.291852,0.078606,2295.119770,50.917431,FAILED
job-cf4dd60d0c3f,clusterB,DistilBERT,SST-2,1,1769600462.302289,1769600462.925830,1769602000.531845,0.623541,1538.229556,50.917431,PREEMPTED
job-cf4dd60d0c3f,clusterB,DistilBERT,SST-2,1,1769600462.302289,1769600462.925830,1769602216.130486,0.623541,1753.828197,50.917431,FAILED
job-610b4f223d5f,clusterB,DistilBERT,SST-2,1,1769600112.134708,1769600112.223836,1769602416.244937,0.089128,2304.110229,50.917431,FAILED
job-19e26affe2b8,clusterB,ResNet-18,CIFAR-100,1,1769600550.269624,1769602276.222922,1769602421.506397,1725.953298,1871.236773,20.700000,PREEMPTED
job-cccb578b9396,clusterA,DistilBERT,SST-2,1,1769601043.031360,1769601044.062076,1769602868.623539,1.030716,1825.592180,50.917431,FAILED
job-e1b99f7475a8,clusterB,DenseNet-121,TinyImageNet,4,1769600416.201921,1769602427.358239,1769604228.019465,2011.156319,3811.817544,11.650000,FAILED
job-19e26affe2b8,clusterB,ResNet-18,CIFAR-100,1,1769600550.269624,1769602276.222922,1769604296.030007,1725.953298,3745.760383,13.210000,FAILED
job-13c0fa5bb6e2,clusterA,DeepSpeech2,ARCTIC,1,1769602865.143272,1769604233.639807,1769604397.766096,1368.496535,1532.622824,11.020366,FAILED
job-9786cfca4671,clusterA,EfficientNetV2-S,MNIST,1,1769600516.800075,1769600516.948360,1769604477.784354,0.148285,3960.984279,99.540000,FAILED
job-35f0b591c339,clusterA,EfficientNetV2-S,MNIST,2,1769601790.801646,1769601791.186090,1769604564.841279,0.384444,2774.039632,54.640000,FAILED
job-3da78ab9cc91,clusterA,DeepSpeech2,ARCTIC,1,1769603897.329246,1769604570.705767,1769604743.634298,673.376521,846.305052,8.963608,FAILED
job-1ecb4752fe1b,clusterA,ResNet-18,CIFAR-100,1,1769603304.443337,1769604403.694532,1769605353.144407,1099.251195,2048.701070,62.720000,FAILED
job-b13502ebf55d,clusterB,DistilBERT,SST-2,1,1769601337.493626,1769604296.703029,1769606254.852621,2959.209403,4917.358995,50.917431,FAILED
job-e22f8bbc2d9a,clusterA,DistilBERT,SST-2,1,1769603900.726081,1769604571.688044,1769606346.013925,670.961963,2445.287843,50.917431,FAILED
job-906683b11935,clusterB,DenseNet-121,TinyImageNet,4,1769601331.099170,1769606260.071870,1769608060.338578,4928.972699,6729.239408,11.670000,FAILED
job-3b8a265b4317,clusterA,EfficientNetV2-S,MNIST,1,1769603717.642536,1769604483.686766,1769608283.468367,766.044230,4565.825830,99.500000,FAILED
job-ab3607737446,clusterB,DenseNet-121,TinyImageNet,4,1769602753.081184,1769608066.417138,1769609866.284013,5313.335954,7113.202829,10.450000,FAILED
job-49a2d193fc8d,clusterA,DenseNet-121,TinyImageNet,4,1769603257.073966,1769608289.471161,1769610547.385150,5032.397196,7290.311184,23.590000,FAILED
