job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-f3ed16e451d2,clusterA,DistilBERT,SST-2,2,1763206095.0991056,1763207140.832048,,1045.7329423427582,,running
job-13f85370dc53,clusterB,DistilBERT,SST-2,1,1763205377.6179504,1763205378.4503696,1763208430.113967,0.8324191570281982,3051.663597345352,completed
job-750b13e65cd0,clusterB,DeepSpeech2,ARCTIC,2,1763206217.7449403,1763208430.3579276,,2212.612987279892,,running
job-750b13e65cd0,clusterB,DeepSpeech2,ARCTIC,2,1763206217.7449403,1763208430.3579276,1763208611.4273255,2212.612987279892,181.06939792633057,completed
job-2d01e3b9b064,clusterB,DeepSpeech2,ARCTIC,2,1763207013.9427907,1763208611.6043491,,1597.6615583896637,,running
job-fab34a0cd1fe,clusterA,DistilBERT,SST-2,1,1763207096.6927068,1763208611.6300669,,1514.937360048294,,running
job-2d01e3b9b064,clusterB,DeepSpeech2,ARCTIC,2,1763207013.9427907,1763208611.6043491,1763208731.0792365,1597.6615583896637,119.47488737106323,completed
job-c1dea5bbb42f,clusterB,DistilBERT,SST-2,2,1763207493.5608447,1763208731.815383,,1238.2545382976532,,running
job-441b5dffb447,clusterA,DenseNet-121,TinyImageNet,1,1763201419.4266658,1763201420.1986275,1763209824.0219448,0.7719616889953613,8403.823317289352,completed
job-30aa27ae4c13,clusterA,DeepSpeech2,ARCTIC,1,1763209346.4325905,1763209825.008302,,478.57571148872375,,running
job-30aa27ae4c13,clusterA,DeepSpeech2,ARCTIC,1,1763209346.4325905,1763209825.008302,1763209829.0438113,478.57571148872375,4.035509347915649,completed
job-fab34a0cd1fe,clusterA,DistilBERT,SST-2,1,1763207096.6927068,1763208611.6300669,1763210252.8459692,1514.937360048294,1641.2159023284912,completed
job-6df23de06c03,clusterA,DenseNet-121,TinyImageNet,2,1763209357.5558436,1763210253.5431736,,895.9873299598694,,running
job-c1dea5bbb42f,clusterB,DistilBERT,SST-2,2,1763207493.5608447,1763208731.815383,1763212070.7075107,1238.2545382976532,3338.892127752304,completed
